,Restaurant Name,City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes
1239,Gung The Palace,Gurgaon,Sector 29,77.0625436,28.4685726,Korean,2500.0,Yes,Yes,No,4,4.2,Green,Very Good,327
1240,Magadh and Awadh,Gurgaon,Sector 29,77.0716014,28.4723195,"Bihari, Lucknowi, North Indian",1200.0,Yes,Yes,No,3,4.0,Green,Very Good,226
1241,Mamagoto,Gurgaon,Sector 29,77.0641366,28.4676568,"Asian, Thai, Chinese",1600.0,Yes,Yes,No,3,4.1,Green,Very Good,875
1242,Molecule Air Bar,Gurgaon,Sector 29,77.0642265,28.4679344,"Continental, North Indian, Italian, Chinese",1500.0,Yes,No,No,3,4.2,Green,Very Good,1809
1243,Nagai,Gurgaon,Sector 29,77.064243,28.4640533,"Japanese, Sushi",3300.0,No,No,No,4,4.3,Green,Very Good,56
1244,PitStop BrewPub,Gurgaon,Sector 29,77.0715571,28.4621449,"Continental, Italian, North Indian, Mughlai",1250.0,Yes,No,No,3,4.4,Green,Very Good,166
1245,The Classroom,Gurgaon,Sector 29,77.0627425,28.4681949,"North Indian, Italian, Parsi, Asian, Kerala",1200.0,Yes,No,No,3,4.4,Green,Very Good,146
1246,buÌ©no,Gurgaon,Sector 30,77.0553395,28.4598737,"Healthy Food, Cafe, Desserts, Italian, Bakery",650.0,No,Yes,No,2,3.8,Yellow,Good,99
1247,Bottles and Barrels,Gurgaon,Sector 30,77.0521813,28.4606832,"North Indian, Asian, Italian",1850.0,Yes,No,No,3,4.0,Green,Very Good,242
1248,A One Rasoi,Gurgaon,Sector 31,77.0568391,28.4489745,North Indian,500.0,No,No,No,2,3.1,Orange,Average,11
1249,Angeethi,Gurgaon,Sector 31,77.0510698,28.4534927,"North Indian, Chinese, Mughlai",450.0,No,No,No,1,2.7,Orange,Average,73
1250,Burger Point,Gurgaon,Sector 31,77.0509079,28.4529876,"Burger, Fast Food",300.0,No,No,No,1,2.7,Orange,Average,7
1251,Cafe Coffee Day,Gurgaon,Sector 31,77.0504568,28.4532365,Cafe,450.0,No,No,No,1,3.1,Orange,Average,23
1252,Cake Castle,Gurgaon,Sector 31,77.0511154,28.453487,"Bakery, Fast Food",250.0,No,Yes,No,1,3.2,Orange,Average,23
1253,CHA,Gurgaon,Sector 31,77.0446703,28.4457809,"Beverages, Fast Food",200.0,No,No,No,1,3.2,Orange,Average,7
1254,Chai Point,Gurgaon,Sector 31,77.0549336,28.4645465,"Tea, Fast Food",200.0,No,Yes,No,1,2.9,Orange,Average,10
1255,Fees - The Cloud Kitchen,Gurgaon,Sector 31,77.0514542,28.4515538,"North Indian, Mughlai",850.0,No,No,No,2,2.9,Orange,Average,5
1256,Food Ka Mood,Gurgaon,Sector 31,77.057398,28.4491214,"North Indian, Chinese",500.0,No,Yes,No,2,3.1,Orange,Average,34
1257,Frozen Factory,Gurgaon,Sector 31,77.0505547,28.4529016,"Desserts, Beverages",200.0,No,No,No,1,3.1,Orange,Average,7
1258,Goli Vada Pav No. 1,Gurgaon,Sector 31,77.0510504,28.4534826,Street Food,150.0,No,Yes,No,1,3.1,Orange,Average,5
1259,Green Chick Chop,Gurgaon,Sector 31,77.0512923,28.4538134,"Raw Meats, North Indian, Fast Food",350.0,No,No,No,1,3.1,Orange,Average,14
1260,Harichatni.com,Gurgaon,Sector 31,77.0558828,28.4549152,"North Indian, Street Food",500.0,No,No,No,2,2.9,Orange,Average,7
1261,Kk Chaap Express,Gurgaon,Sector 31,77.0506317,28.4527412,"Fast Food, North Indian",250.0,No,No,No,1,3.3,Orange,Average,8
1262,Latenight.in,Gurgaon,Sector 31,77.04479218,28.45232201,"North Indian, Biryani, Chinese",600.0,No,Yes,No,2,3.0,Orange,Average,8
1263,Mitran Da Junction,Gurgaon,Sector 31,77.051332,28.4540489,North Indian,500.0,No,No,No,2,2.7,Orange,Average,7
1265,Mother Ringlet,Gurgaon,Sector 31,77.0509743,28.4535417,"North Indian, Chinese",450.0,No,No,No,1,2.5,Orange,Average,52
1266,Sna-X Point,Gurgaon,Sector 31,77.0569404,28.4490081,"Fast Food, Chinese",300.0,No,No,No,1,3.2,Orange,Average,39
1267,Wow! Momo,Gurgaon,Sector 31,77.050958,28.4534895,"Chinese, Tibetan",400.0,No,No,No,1,2.9,Orange,Average,9
1268,Yashna,Gurgaon,Sector 31,77.0510225,28.4530419,"North Indian, Mughlai",500.0,No,Yes,No,2,2.8,Orange,Average,73
1269,Twigly,Gurgaon,Sector 31,77.0587634,28.4344744,"Asian, Continental, Fast Food",500.0,No,Yes,No,2,4.5,Dark Green,Excellent,76
1270,Bakers Oven,Gurgaon,Sector 31,77.0509348,28.4529609,"Bakery, Desserts",600.0,No,Yes,No,2,3.6,Yellow,Good,183
1271,Dilli 6 On Wheels,Gurgaon,Sector 31,77.0448616,28.4457489,"North Indian, Chinese",250.0,No,Yes,No,1,3.8,Yellow,Good,142
1272,La Pino'z Pizza,Gurgaon,Sector 31,77.0502902,28.4530361,"Pizza, Italian",650.0,Yes,Yes,No,2,3.5,Yellow,Good,22
1273,LeanBodyMeals,Gurgaon,Sector 31,77.055519,28.455681,"Healthy Food, Salad, Italian, Continental",600.0,No,Yes,No,2,3.9,Yellow,Good,144
1274,Om Sweets & Snacks,Gurgaon,Sector 31,77.050482,28.4528201,"North Indian, South Indian, Street Food, Mithai",500.0,No,Yes,No,2,3.5,Yellow,Good,486
1275,Tasty Tweets,Gurgaon,Sector 31,77.0511135,28.453446,Bakery,400.0,No,Yes,No,1,3.9,Yellow,Good,104
1276,The Kathi Rolls,Gurgaon,Sector 31,77.0507229,28.4530322,Fast Food,400.0,No,Yes,No,1,3.5,Yellow,Good,136
1277,Bite N Sip,Gurgaon,Sector 31,77.0572815,28.4492369,"Fast Food, Chinese",350.0,No,No,No,1,0.0,White,Not rated,3
1278,Burger Joint,Gurgaon,Sector 31,77.0566033,28.4493778,Fast Food,300.0,No,No,No,1,0.0,White,Not rated,1
1279,Dilli Light,Gurgaon,Sector 31,77.051106,28.4537774,"North Indian, Chinese",600.0,No,No,No,2,0.0,White,Not rated,0
1280,Love Desserts,Gurgaon,Sector 31,77.059453,28.444784,Bakery,600.0,No,No,No,2,0.0,White,Not rated,0
1281,Flying Cakes,Gurgaon,Sector 31,77.0571362,28.4497559,Bakery,350.0,No,Yes,No,1,2.4,Red,Poor,13
1282,Bikkgane Biryani,Gurgaon,Sector 31,77.0505305,28.4528047,"Biryani, North Indian, Hyderabadi",800.0,Yes,Yes,No,2,4.0,Green,Very Good,530
1283,Cafeast,Gurgaon,Sector 39,77.03975882,28.4444788,"North Indian, Chinese",500.0,No,No,No,2,3.0,Orange,Average,6
1284,Yomo-Your Only Momo Outlet,Gurgaon,Sector 39,77.04963807,28.45321428,Fast Food,150.0,No,No,No,1,3.0,Orange,Average,5
1285,Afghan Indian,Gurgaon,Sector 39,77.0463325,28.4393846,Afghani,500.0,No,No,No,2,0.0,White,Not rated,0
1286,Al Fanoos,Gurgaon,Sector 39,77.0452895,28.4392847,"Afghani, North Indian",900.0,No,No,No,2,0.0,White,Not rated,0
1287,Alwar Sweets & Namkeen,Gurgaon,Sector 39,77.0573908,28.4495255,"Mithai, Street Food",150.0,No,No,No,1,0.0,White,Not rated,3
1288,Baskin Robbins,Gurgaon,Sector 39,77.01766379,28.46721998,Ice Cream,300.0,No,No,No,1,0.0,White,Not rated,0
1289,Bisht Food Court,Gurgaon,Sector 39,77.044871,28.4457028,"Fast Food, Chinese",200.0,No,No,No,1,0.0,White,Not rated,0
1290,Burj Al Arab,Gurgaon,Sector 39,77.0450676,28.4394628,Afghani,700.0,No,No,No,2,0.0,White,Not rated,0
1292,Costa Coffee,Gurgaon,Sector 39,77.04079684,28.43954754,Cafe,600.0,No,No,No,2,0.0,White,Not rated,0
1294,Desi Bites,Gurgaon,Sector 39,77.046147,28.4395668,"North Indian, Fast Food",400.0,No,No,No,1,0.0,White,Not rated,2
1296,Kwality Restaurant,Gurgaon,Sector 39,77.0448877,28.4455421,"North Indian, Chinese",400.0,No,No,No,1,0.0,White,Not rated,0
1297,Kwality Wall's Swirl's,Gurgaon,Sector 39,77.0555919,28.4433453,Ice Cream,200.0,No,No,No,1,0.0,White,Not rated,1
1298,Nehra's Food Point,Gurgaon,Sector 39,77.0557718,28.4415695,Chinese,350.0,No,No,No,1,0.0,White,Not rated,0
1299,Orange Food Cart,Gurgaon,Sector 39,77.04298183,28.43958321,Chinese,200.0,No,No,No,1,0.0,White,Not rated,0
1300,Royal Sweets,Gurgaon,Sector 39,77.0449407,28.4394492,"North Indian, Mithai, Chinese",500.0,No,No,No,2,0.0,White,Not rated,0
1301,Shree Annapurna,Gurgaon,Sector 39,77.04290237,28.43970173,"Chinese, North Indian",200.0,No,No,No,1,0.0,White,Not rated,0
1302,Underground Restaurant,Gurgaon,Sector 39,77.0575645,28.4440456,"Chinese, North Indian",600.0,No,No,No,2,0.0,White,Not rated,0
1303,Midnight Sutra,Gurgaon,Sector 43,77.0906106,28.4507062,"North Indian, Fast Food",600.0,No,Yes,No,2,3.0,Orange,Average,174
1304,Paddy's - The Grub Grill,Gurgaon,Sector 43,77.0859299,28.4419061,"North Indian, Chinese, Fast Food",600.0,No,Yes,No,2,3.2,Orange,Average,11
1305,Sugar Rush By Saiba,Gurgaon,Sector 43,77.0959808,28.4514497,"Bakery, Desserts",400.0,No,No,No,1,4.1,Green,Very Good,176
1306,Bamboo House,Gurgaon,Sector 45,77.0593066,28.4351572,"Chinese, Thai",550.0,No,Yes,No,2,3.4,Orange,Average,64
1307,Burger Unlimited Kitchen,Gurgaon,Sector 45,77.0595047,28.4350181,"North Indian, Chinese, Fast Food",600.0,No,Yes,No,2,3.2,Orange,Average,41
1308,Cafeteria Point,Gurgaon,Sector 45,77.0598728,28.4340212,Cafe,500.0,No,Yes,No,2,3.2,Orange,Average,24
1309,Choudhary Gohana Famous Jalebi,Gurgaon,Sector 45,77.0599779,28.4341404,"Mithai, Street Food",200.0,No,No,No,1,3.2,Orange,Average,10
1310,Curry N' Tandoor,Gurgaon,Sector 45,77.0598166,28.4345074,"Mughlai, North Indian",500.0,No,No,No,2,3.2,Orange,Average,18
1311,Dawat-e-Ishq,Gurgaon,Sector 45,77.0592634,28.4351263,"North Indian, Chinese",600.0,No,Yes,No,2,3.3,Orange,Average,59
1312,Delish Bake N Choc,Gurgaon,Sector 45,77.0589267,28.4349266,"Bakery, Fast Food",250.0,No,No,No,1,2.9,Orange,Average,28
1313,Flavours,Gurgaon,Sector 45,77.0587691,28.4345889,"North Indian, Chinese, Mughlai",600.0,No,No,No,2,3.3,Orange,Average,74
1314,Om Sweets & Snacks,Gurgaon,Sector 45,77.0586849,28.4347324,"North Indian, South Indian, Street Food, Mithai",500.0,No,Yes,No,2,2.8,Orange,Average,14
1315,Om Sweets,Gurgaon,Sector 45,77.0591044,28.4349952,"Mithai, North Indian, South Indian, Chinese",300.0,No,Yes,No,1,3.2,Orange,Average,50
1316,Raj Restaurant,Gurgaon,Sector 45,77.0593696,28.4342048,"North Indian, Mughlai",700.0,No,No,No,2,3.1,Orange,Average,11
1317,Tasha's Artisan Foods,Gurgaon,Sector 45,77.0593546,28.4447042,"Bakery, Desserts",200.0,No,No,No,1,3.2,Orange,Average,10
1318,Urban Kitchen,Gurgaon,Sector 45,77.0593757,28.4352128,"North Indian, Chinese, Mughlai",500.0,No,Yes,No,2,3.2,Orange,Average,88
1319,Nite Bites,Gurgaon,Sector 45,77.0724033,28.4471752,"North Indian, Chinese, Continental",650.0,No,Yes,No,2,3.7,Yellow,Good,427
1321,BiBo's Kitchen,Gurgaon,Sector 45,77.0717172,28.4418059,"Bengali, North Indian",350.0,No,No,No,1,0.0,White,Not rated,3
1322,Burger Point,Gurgaon,Sector 45,77.0597723,28.4344647,"Burger, Fast Food",300.0,No,No,No,1,0.0,White,Not rated,1
1324,Chinese Fast Food,Gurgaon,Sector 45,77.0732567,28.4472195,Chinese,250.0,No,No,No,1,0.0,White,Not rated,0
1325,Chinese Food,Gurgaon,Sector 45,77.0594005,28.4446522,Chinese,200.0,No,No,No,1,0.0,White,Not rated,0
1326,Chop Shop,Gurgaon,Sector 45,77.0591711,28.4346562,"Raw Meats, Fast Food",250.0,No,No,No,1,0.0,White,Not rated,0
1327,Dhara,Gurgaon,Sector 45,77.059536,28.4446824,"North Indian, Fast Food, South Indian",400.0,No,No,No,1,0.0,White,Not rated,1
1328,Foody Goody,Gurgaon,Sector 45,77.0679502,28.4513687,North Indian,300.0,No,No,No,1,0.0,White,Not rated,0
1329,Kehar Sweets And Snacks,Gurgaon,Sector 45,77.0595633,28.4346657,"Mithai, Street Food",100.0,No,No,No,1,0.0,White,Not rated,1
1330,Muskan Chicken Biryani,Gurgaon,Sector 45,77.059245,28.4444633,Biryani,200.0,No,No,No,1,0.0,White,Not rated,0
1331,Shakes Cakes 'n' More,Gurgaon,Sector 45,77.0598983,28.4439045,"Bakery, Desserts",150.0,No,No,No,1,0.0,White,Not rated,1
1332,Shri Sai Kirpa Food,Gurgaon,Sector 45,77.0740245,28.4471412,North Indian,400.0,No,No,No,1,0.0,White,Not rated,0
1333,Sufiya Hotel,Gurgaon,Sector 45,77.0735754,28.4479605,"Mughlai, North Indian",250.0,No,No,No,1,0.0,White,Not rated,0
1335,Veg Hut,Gurgaon,Sector 45,77.0735393,28.447879,North Indian,350.0,No,No,No,1,0.0,White,Not rated,0
1336,Raj Restaurant,Gurgaon,Sector 45,77.0596229,28.4448577,"Chinese, North Indian, Mughlai",700.0,No,Yes,No,2,2.4,Red,Poor,92
1337,Burger Hut,Gurgaon,Sector 5,77.0205232,28.4802841,"Burger, Fast Food, Chinese",300.0,No,No,No,1,2.8,Orange,Average,16
1338,Dancing Turkeys,Gurgaon,Sector 50,77.0710139,28.4477683,Continental,800.0,No,No,No,2,3.3,Orange,Average,17
1339,The Pack King,Gurgaon,Sector 50,77.0689933,28.434682,North Indian,400.0,No,No,No,1,0.0,White,Not rated,3
1340,Bikaner Misthan Bhandar,Gurgaon,Sector 53,77.0887235,28.4317225,"Mithai, Street Food",350.0,No,No,No,1,0.0,White,Not rated,0
1341,Zizo,Gurgaon,Sector 54,77.1011865,28.4454847,"Lebanese, Mediterranean, Middle Eastern, Arabian",1600.0,Yes,Yes,No,3,3.9,Yellow,Good,233
1342,Grill King Kabab & Curries,Gurgaon,Sector 54,77.1042435,28.4372591,"North Indian, Chinese",500.0,No,Yes,No,2,2.4,Red,Poor,20
1344,Blossoms 4 U,Gurgaon,Sector 56,77.110596,28.424109,"Bakery, Desserts",300.0,No,Yes,No,1,3.0,Orange,Average,6
1346,Bunny Burgers,Gurgaon,Sector 56,77.0991634,28.4251591,"Fast Food, Burger",400.0,No,Yes,No,1,3.3,Orange,Average,15
1347,Curry Haus,Gurgaon,Sector 56,77.093894,28.420766,North Indian,600.0,No,Yes,No,2,3.1,Orange,Average,4
1348,Droolfi,Gurgaon,Sector 56,77.09959824,28.42517935,Desserts,100.0,No,No,No,1,3.0,Orange,Average,4
1349,Earthen Spices,Gurgaon,Sector 56,77.1019507,28.4213907,"North Indian, Mughlai, Chinese",600.0,No,No,No,2,2.7,Orange,Average,20
1350,FatPlates,Gurgaon,Sector 56,77.1018657,28.4211708,North Indian,600.0,No,No,No,2,3.0,Orange,Average,18
1351,Food4U!,Gurgaon,Sector 56,77.1362757,28.4362232,"North Indian, Chinese, Street Food",600.0,No,Yes,No,2,3.2,Orange,Average,18
1353,Giani,Gurgaon,Sector 56,77.1000368,28.4255681,"Ice Cream, Desserts",300.0,No,No,No,1,3.2,Orange,Average,7
1354,Great Desserts Company,Gurgaon,Sector 56,77.0982526,28.4273124,"Bakery, Desserts",300.0,No,No,No,1,3.3,Orange,Average,14
1355,Green Chick Chop,Gurgaon,Sector 56,77.0992983,28.4250375,"Raw Meats, Fast Food",350.0,No,No,No,1,2.9,Orange,Average,4
1356,Mughlai Treat,Gurgaon,Sector 56,77.1017259,28.421414,"North Indian, Mughlai",500.0,No,No,No,2,3.2,Orange,Average,48
1357,Munch,Gurgaon,Sector 56,77.1349572,28.434589,"North Indian, South Indian, Fast Food",700.0,No,Yes,No,2,3.1,Orange,Average,9
1358,New Spice World,Gurgaon,Sector 56,77.09929749,28.42516814,"Chinese, Fast Food",600.0,No,No,No,2,2.9,Orange,Average,5
1359,Pure Bliss,Gurgaon,Sector 56,77.09992748,28.42894133,"North Indian, Chinese",500.0,No,No,No,2,3.0,Orange,Average,33
1360,Puskar Raj Momos & Chinese Corner,Gurgaon,Sector 56,77.0992973,28.4252326,Chinese,200.0,No,No,No,1,3.0,Orange,Average,4
1361,Sai-Yo!,Gurgaon,Sector 56,77.1001525,28.4283926,"North Indian, Chinese",650.0,No,Yes,No,2,3.1,Orange,Average,37
1362,Shanghai Cafe,Gurgaon,Sector 56,77.1000683,28.4285248,Chinese,600.0,No,Yes,No,2,2.6,Orange,Average,17
1363,The Blaze,Gurgaon,Sector 56,77.0961512,28.4180994,"North Indian, Chinese",750.0,Yes,No,No,2,2.9,Orange,Average,8
1364,Ullu Delivers,Gurgaon,Sector 56,77.0993188,28.4250399,"North Indian, Chinese",500.0,No,Yes,Yes,2,2.8,Orange,Average,5
1365,Yomo-Your Only Momo Outlet,Gurgaon,Sector 56,77.0994718,28.4253531,Fast Food,150.0,No,No,No,1,3.0,Orange,Average,6
1366,Dimsum Democracy,Gurgaon,Sector 56,77.10009377,28.42846486,Chinese,500.0,No,No,No,2,3.6,Yellow,Good,47
1368,The Punjab Kitchen,Gurgaon,Sector 56,77.112886,28.413665,North Indian,350.0,No,Yes,No,1,3.9,Yellow,Good,37
1369,Too Maach,Gurgaon,Sector 56,77.1000307,28.4286826,"Bengali, North Indian",800.0,No,Yes,No,2,3.5,Yellow,Good,46
1370,Apni Rasoi,Gurgaon,Sector 56,77.099865,28.4252571,North Indian,150.0,No,No,No,1,0.0,White,Not rated,0
1371,Bala Ji Sweets Corner,Gurgaon,Sector 56,77.0992983,28.4250375,"Mithai, Street Food",100.0,No,No,No,1,0.0,White,Not rated,0
1372,Barista,Gurgaon,Sector 56,77.1340452,28.43675,Cafe,650.0,No,No,No,2,0.0,White,Not rated,0
1373,Biryani Express,Gurgaon,Sector 56,77.0893173,28.4316128,Biryani,300.0,No,No,No,1,0.0,White,Not rated,1
1375,Cake Innovation,Gurgaon,Sector 56,77.134902,28.4345776,"Bakery, Desserts",400.0,No,No,No,1,0.0,White,Not rated,1
1376,Chawla'så_,Gurgaon,Sector 56,77.100181,28.4287959,"North Indian, Chinese",600.0,No,No,No,2,0.0,White,Not rated,1
1377,China Gathering,Gurgaon,Sector 56,77.1096659,28.4271903,Chinese,600.0,No,No,No,2,0.0,White,Not rated,1
1378,Chinese Hot Express,Gurgaon,Sector 56,77.099568,28.4254221,Chinese,200.0,No,No,No,1,0.0,White,Not rated,0
1382,Go! Dimsum,Gurgaon,Sector 56,77.09921435,28.42471111,Chinese,100.0,No,No,No,1,0.0,White,Not rated,0
1383,Kanha North & South Indian Veg.,Gurgaon,Sector 56,77.10003416,28.42890893,"North Indian, South Indian",200.0,No,No,No,1,0.0,White,Not rated,0
1384,Kings Kulfi,Gurgaon,Sector 56,77.0999277,28.4256359,Ice Cream,150.0,No,No,No,1,0.0,White,Not rated,0
1385,Lassi Cafe,Gurgaon,Sector 56,77.1420001,28.429125,North Indian,300.0,No,No,No,1,0.0,White,Not rated,0
1386,Marwadi Khana,Gurgaon,Sector 56,77.104693,28.4221468,"North Indian, Rajasthani",500.0,No,No,No,2,0.0,White,Not rated,0
1387,Nukkadwala,Gurgaon,Sector 56,77.1529576,28.4319337,"Fast Food, Street Food",300.0,No,No,No,1,0.0,White,Not rated,3
1388,Ravi Fast Food,Gurgaon,Sector 56,77.0990285,28.425191,Fast Food,150.0,No,No,No,1,0.0,White,Not rated,0
1389,Shivalik Tiffin Corner,Gurgaon,Sector 56,77.1072554,28.4298806,North Indian,150.0,No,No,No,1,0.0,White,Not rated,2
1390,Street Food By Punjab Grills,Gurgaon,Sector 56,77.0997478,28.4253496,North Indian,400.0,No,No,No,1,0.0,White,Not rated,0
1391,Sweet Ginger Bakery,Gurgaon,Sector 56,77.1345396,28.436573,Bakery,500.0,No,No,No,2,0.0,White,Not rated,0
1392,The Rolling Stove,Gurgaon,Sector 56,77.0998491,28.425268,Chinese,400.0,No,No,No,1,0.0,White,Not rated,0
1394,Chawla'så_,Gurgaon,Sector 56,77.0921967,28.430031,"North Indian, Mughlai, Chinese",800.0,No,No,No,2,2.2,Red,Poor,66
1395,Chy - Na Express,Gurgaon,Sector 56,77.0990285,28.4249219,Chinese,400.0,No,Yes,No,1,2.2,Red,Poor,46
1396,Kwality,Gurgaon,Sector 56,77.0992084,28.4251185,"Chinese, Mughlai, North Indian",650.0,No,No,No,2,2.4,Red,Poor,52
1397,Brother's Snacks and Shakes,Gurgaon,Sector 57,77.080462,28.4297813,Fast Food,300.0,No,Yes,Yes,1,3.2,Orange,Average,12
1398,Ginger Garlic,Gurgaon,Sector 57,77.0904414,28.4217218,Chinese,600.0,No,Yes,No,2,2.8,Orange,Average,106
1399,Arabicaa 9,Gurgaon,Sector 7,77.0176107,28.467311,Lebanese,500.0,No,No,No,2,3.3,Orange,Average,22
1400,Burger Xpress,Gurgaon,Sector 7,77.017531,28.4672588,Fast Food,300.0,No,No,No,1,3.4,Orange,Average,94
1401,Dilli Light,Gurgaon,Sector 7,77.0190993,28.4707962,"North Indian, Chinese",600.0,No,Yes,No,2,2.6,Orange,Average,16
1402,KB's Kulfi & Icecream,Gurgaon,Sector 7,77.0184147,28.4726717,Ice Cream,200.0,No,Yes,No,1,2.8,Orange,Average,11
1403,MyLoveBiryani.Com,Gurgaon,Sector 7,77.0155627,28.4651285,"North Indian, Biryani",350.0,No,No,No,1,3.2,Orange,Average,16
1404,Tandoori Adda,Gurgaon,Sector 7,77.0143446,28.4700416,"North Indian, Mughlai, Chinese",450.0,No,Yes,No,1,3.2,Orange,Average,32
1405,Tiffins 4 U,Gurgaon,Sector 7,77.0148921,28.4648232,North Indian,200.0,No,No,No,1,3.1,Orange,Average,27
1406,Cafe Cup of Life,Gurgaon,Sector 7,77.0162592,28.4681375,"Cafe, Fast Food, Chinese",550.0,No,Yes,No,2,3.7,Yellow,Good,45
1407,DCK- Dana Choga's Kitchen,Gurgaon,Sector 7,77.0170336,28.4677392,"North Indian, Mughlai",800.0,No,Yes,No,2,3.5,Yellow,Good,148
1408,Kishu Di Hatti Sweets,Gurgaon,Sector 7,77.0175244,28.4663672,Mithai,150.0,No,No,No,1,3.6,Yellow,Good,20
1409,KC Bakers,Gurgaon,Sector 8,77.022728,28.455974,Bakery,350.0,No,Yes,No,1,3.2,Orange,Average,13
1410,Sham Sweets,Gurgaon,Sector 8,77.0236993,28.4525161,"Mithai, Street Food",200.0,No,No,No,1,2.8,Orange,Average,7
1411,Bake Cuddle,Gurgaon,Sector 8,77.0213621,28.4591855,Bakery,250.0,No,No,No,1,0.0,White,Not rated,3
1412,Gopala,Gurgaon,"Shopping Mall, DLF Phase 1",77.0998689,28.4658365,"Mithai, Street Food",250.0,No,No,No,1,3.4,Orange,Average,37
1413,Halki Aanch,Gurgaon,"Shopping Mall, DLF Phase 1",77.0997223,28.4656305,"North Indian, Chinese",700.0,No,Yes,No,2,3.3,Orange,Average,64
1414,New Sukh Sagar,Gurgaon,"Shopping Mall, DLF Phase 1",77.1000176,28.465995,Street Food,100.0,No,No,No,1,3.2,Orange,Average,16
1415,Sweets Corner,Gurgaon,"Shopping Mall, DLF Phase 1",77.0993432,28.4658854,"Mithai, North Indian, Chinese, Street Food",450.0,No,No,No,1,2.7,Orange,Average,28
1416,Minus5degree,Gurgaon,"Shopping Mall, DLF Phase 1",77.0987074,28.4662158,"Desserts, Ice Cream",200.0,No,No,No,1,3.6,Yellow,Good,28
1417,Qureshi's Kabab Corner,Gurgaon,"Shopping Mall, DLF Phase 1",77.0992642,28.4661404,"North Indian, Mughlai",650.0,No,No,No,2,4.0,Green,Very Good,398
1418,Delicious Food Corner,Gurgaon,Sikandarpur,77.0947125,28.4810852,North Indian,400.0,No,No,No,1,0.0,White,Not rated,0
1419,Firangi Bake,Gurgaon,Sikandarpur,77.095457,28.482671,Bakery,300.0,No,No,No,1,0.0,White,Not rated,0
1420,Kettle & Kegs,Gurgaon,Sikandarpur,77.0954737,28.4828791,Tea,200.0,No,Yes,No,1,0.0,White,Not rated,0
1421,The Daily,Gurgaon,Sikandarpur,77.0967623,28.4834802,"Bakery, Fast Food",300.0,No,No,No,1,0.0,White,Not rated,0
1422,Burger Singh,Gurgaon,Sohna Road,77.03890722,28.42447847,"Burger, Fast Food",500.0,No,Yes,No,2,3.4,Orange,Average,190
1423,Captain Bill$ Deliverz,Gurgaon,Sohna Road,77.089166,28.433455,"North Indian, Chinese, Fast Food",1000.0,No,Yes,Yes,3,2.5,Orange,Average,65
1424,Chaayos,Gurgaon,Sohna Road,77.0447688,28.406494,"Cafe, Tea",400.0,No,Yes,No,1,3.3,Orange,Average,39
1425,Chai Point,Gurgaon,Sohna Road,77.0443061,28.4057383,"Tea, Fast Food",200.0,No,Yes,No,1,3.4,Orange,Average,20
1426,Cyber Adda 24,Gurgaon,Sohna Road,77.0383803,28.4183524,"North Indian, Chinese, Fast Food",500.0,No,No,No,2,3.3,Orange,Average,17
1427,Desi Thaat,Gurgaon,Sohna Road,77.0430886,28.4118349,"North Indian, Chinese",400.0,No,Yes,No,1,3.2,Orange,Average,21
1428,Doughlicious,Gurgaon,Sohna Road,77.0447626,28.4064865,"Bakery, Desserts, Fast Food",550.0,No,Yes,No,2,3.3,Orange,Average,175
1429,Dunkin' Donuts,Gurgaon,Sohna Road,77.0392204,28.4249125,"Burger, Desserts, Fast Food",600.0,No,Yes,No,2,3.4,Orange,Average,138
1430,Gulshan Dhaba,Gurgaon,Sohna Road,77.0276151,28.4579514,North Indian,150.0,No,No,No,1,3.4,Orange,Average,20
1431,Karari Kurry,Gurgaon,Sohna Road,77.04253683,28.41240966,"North Indian, Chinese, Fast Food",600.0,No,Yes,No,2,3.4,Orange,Average,51
1432,Moti Mahal Delux,Gurgaon,Sohna Road,77.0381858,28.4268302,"North Indian, Mughlai",1000.0,Yes,Yes,No,3,3.2,Orange,Average,32
1433,Needs Gourmet,Gurgaon,Sohna Road,77.0451575,28.4025286,"North Indian, Chinese, Italian",750.0,Yes,No,No,2,3.1,Orange,Average,57
1434,Rao's Meeting Point,Gurgaon,Sohna Road,77.042691,28.4118643,"South Indian, North Indian, Chinese",300.0,No,No,No,1,3.4,Orange,Average,54
1435,Sadabahar Hotel,Gurgaon,Sohna Road,77.0403449,28.4157403,North Indian,400.0,No,No,No,1,2.9,Orange,Average,41
1436,Sagar Ratna,Gurgaon,Sohna Road,77.0383658,28.4209297,"South Indian, North Indian, Chinese",600.0,No,Yes,No,2,2.5,Orange,Average,188
